id,name,city,country,icao,tz,latitude,longitude
3698,Tallahassee Regional Airport,Tallahassee,USA,KTLH,America/New_York,30.39649963,-84.35030365
3699,Dupage Airport,West Chicago,USA,KDPA,America/Chicago,41.90779877,-88.24859619
3700,Waco Regional Airport,Waco,USA,KACT,America/Chicago,31.61129951,-97.23049927
3701,Augusta State Airport,Augusta,USA,KAUG,America/New_York,44.3205986,-69.79730225
3702,Hillsboro Municipal Airport,Hillsboro,USA,KINJ,America/Chicago,32.08349991,-97.09719849
3704,Mc Kellar Sipes Regional Airport,Jackson,USA,KMKL,America/Chicago,35.59989929,-88.91560364
3705,Molokai Airport,Molokai,USA,PHMK,Pacific/Honolulu,21.1529007,-157.095993
3706,Godman Army Air Field,Fort Knox,USA,KFTK,America/New_York,37.90710068,-85.9720993
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,USA,KNCA,America/New_York,34.70840073,-77.43969727
3708,San Angelo Regional Mathis Field,San Angelo,USA,KSJT,America/Chicago,31.35770035,-100.4960022
3709,Calexico International Airport,Calexico,USA,KCXL,America/Los_Angeles,32.66949844,-115.5130005
3710,Chico Municipal Airport,Chico,USA,KCIC,America/Los_Angeles,39.79539871,-121.8580017
3711,Burlington International Airport,Burlington,USA,KBTV,America/New_York,44.47190094,-73.15329742
3712,Jacksonville International Airport,Jacksonville,USA,KJAX,America/New_York,30.49410057,-81.68789673
3713,Durango La Plata County Airport,Durango,USA,KDRO,America/Denver,37.1515007,-107.7539978
3714,Washington Dulles International Airport,Washington,USA,KIAD,America/New_York,38.94449997,-77.45580292
3715,Easterwood Field,College Station,USA,KCLL,America/Chicago,30.58860016,-96.36380005
3716,Felts Field,Spokane,USA,KSFF,America/Los_Angeles,47.68280029,-117.322998
3717,General Mitchell International Airport,Milwaukee,USA,KMKE,America/Chicago,42.94720078,-87.89659882
3718,Abilene Regional Airport,Abilene,USA,KABI,America/Chicago,32.41130066,-99.68190002
3719,Columbia Regional Airport,Columbia,USA,KCOU,America/Chicago,38.81809998,-92.21959686
3720,Portland International Airport,Portland,USA,KPDX,America/Los_Angeles,45.58869934,-122.5979996
3721,Dade Collier Training and Transition Airport,Miami,USA,KTNT,America/New_York,25.86179924,-80.89700317
3722,Palm Beach International Airport,West Palm Beach,USA,KPBI,America/New_York,26.68320084,-80.09559631
3723,Fort Worth Meacham International Airport,Fort Worth,USA,KFTW,America/Chicago,32.81980133,-97.36239624
3724,Ogdensburg International Airport,Ogdensburg,USA,KOGS,America/New_York,44.68190002,-75.46549988
3726,Boeing Field King County International Airport,Seattle,USA,KBFI,America/Los_Angeles,47.52999878,-122.302002
3727,Lackland Air Force Base,San Antonio,USA,KSKF,America/Chicago,29.38419914,-98.58110046
3728,Honolulu International Airport,Honolulu,USA,PHNL,Pacific/Honolulu,21.31870079,-157.9219971
3729,Des Moines International Airport,Des Moines,USA,KDSM,America/Chicago,41.5340004,-93.6631012
3730,Coastal Carolina Regional Airport,New Bern,USA,KEWN,America/New_York,35.07300186,-77.04290009
3731,San Diego International Airport,San Diego,USA,KSAN,America/Los_Angeles,32.73360062,-117.1900024
3732,Monroe Regional Airport,Monroe,USA,KMLU,America/Chicago,32.51089859,-92.03769684
3733,Shaw Air Force Base,Sumter,USA,KSSC,America/New_York,33.97269821,-80.47059631
3734,Ontario International Airport,Ontario,USA,KONT,America/Los_Angeles,34.05599976,-117.6009979
3735,Majors Airport,Greenvile,USA,KGVT,America/Chicago,33.06779861,-96.06529999
3736,Roswell International Air Center Airport,Roswell,USA,KROW,America/Denver,33.30160141,-104.5309982
3737,Coleman A. Young Municipal Airport,Detroit,USA,KDET,America/New_York,42.40919876,-83.00990295
3738,Brownsville South Padre Island International Airport,Brownsville,USA,KBRO,America/Chicago,25.90679932,-97.42590332
3739,Dothan Regional Airport,Dothan,USA,KDHN,America/Chicago,31.32130051,-85.44960022
3740,Cape May County Airport,Wildwood,USA,KWWD,America/New_York,39.00849915,-74.90830231
3742,Selfridge Angb Airport,Mount Clemens,USA,KMTC,America/New_York,42.60829926,-82.83550262
3743,Four Corners Regional Airport,Farmington,USA,KFMN,America/Denver,36.74119949,-108.2300034
3744,Corpus Christi International Airport,Corpus Christi,USA,KCRP,America/Chicago,27.77039909,-97.50119781
3745,Syracuse Hancock International Airport,Syracuse,USA,KSYR,America/New_York,43.11119843,-76.10630035
3746,Naval Air Station Key West/Boca Chica Field,Key West,USA,KNQX,America/New_York,24.57579994,-81.68890381
3747,Chicago Midway International Airport,Chicago,USA,KMDW,America/Chicago,41.7859993,-87.75240326
3748,Norman Y. Mineta San Jose International Airport,San Jose,USA,KSJC,America/Los_Angeles,37.36259842,-121.9290009
3749,Lea County Regional Airport,Hobbs,USA,KHOB,America/Denver,32.6875,-103.2170029
3750,Northeast Philadelphia Airport,Philadelphia,USA,KPNE,America/New_York,40.08190155,-75.01059723
3751,Denver International Airport,Denver,USA,KDEN,America/Denver,39.86169815,-104.6729965
3752,Philadelphia International Airport,Philadelphia,USA,KPHL,America/New_York,39.87189865,-75.2410965
3753,Sioux Gateway Col. Bud Day Field,Sioux City,USA,KSUX,America/Chicago,42.40259933,-96.38439941
3754,Middle Georgia Regional Airport,Macon,USA,KMCN,America/New_York,32.69279861,-83.64920044
3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,USA,KTCS,America/Denver,33.23690033,-107.2720032
3756,Palmdale Regional/USAF Plant 42 Airport,Palmdale,USA,KPMD,America/Los_Angeles,34.62939835,-118.0849991
3757,Randolph Air Force Base,San Antonio,USA,KRND,America/Chicago,29.52969933,-98.27890015
3758,El Centro Naf Airport,El Centro,USA,KNJK,America/Los_Angeles,32.82920074,-115.6719971
3759,Port Columbus International Airport,Columbus,USA,KCMH,America/New_York,39.9980011,-82.89189911
3760,Drake Field,Fayetteville,USA,KFYV,America/Chicago,36.00510025,-94.17009735
3761,Henry Post Army Air Field (Fort Sill),Fort Sill,USA,KFSI,America/Chicago,34.64979935,-98.40219879
3762,Princeton Municipal Airport,Princeton,USA,KPNM,America/Chicago,45.55989838,-93.60820007
3763,Wright-Patterson Air Force Base,Dayton,USA,KFFO,America/New_York,39.8260994,-84.0483017
3764,Edward G. Pitka Sr Airport,Galena,USA,PAGA,America/Anchorage,64.73619843,-156.9369965
3765,Chandler Municipal Airport,Chandler,USA,KCHD,America/Phoenix,33.2691,-111.810997
3766,Mineral Wells Airport,Mineral Wells,USA,KMWL,America/Chicago,32.78160095,-98.06020355
3767,Mc Connell Air Force Base,Wichita,USA,KIAB,America/Chicago,37.62189865,-97.26820374
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,USA,KNBG,America/Chicago,29.82530022,-90.03500366
3769,Beaufort County Airport,Beaufort,USA,KARW,America/New_York,32.41220093,-80.63439941
3770,Texarkana Regional Webb Field,Texarkana,USA,KTXK,America/Chicago,33.45370102,-93.99099731
3771,Plattsburgh International Airport,Plattsburgh,USA,KPBG,America/New_York,44.65090179,-73.4681015
3772,Phillips Army Air Field,Aberdeen,USA,KAPG,America/New_York,39.466202,-76.1688
3773,Tucumcari Municipal Airport,Tucumcari,USA,KTCC,America/Denver,35.18280029,-103.6029968
3774,Ted Stevens Anchorage International Airport,Anchorage,USA,PANC,America/Anchorage,61.17440033,-149.9960022
3775,Robert Gray  Army Air Field Airport,Killeen,USA,KGRK,America/Chicago,31.06719971,-97.8289032
3776,Black Rock Airport,Zuni Pueblo,USA,KZUN,America/Denver,35.08319855,-108.7919998
3777,Bellingham International Airport,Bellingham,USA,KBLI,America/Los_Angeles,48.7928009,-122.538002
3778,Millington Regional Jetport Airport,Millington,USA,KNQA,America/Chicago,35.3567009,-89.87030029
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,USA,KEKN,America/New_York,38.88940048,-79.85710144
3780,Hartford Brainard Airport,Hartford,USA,KHFD,America/New_York,41.73669815,-72.6493988
3781,North Central State Airport,Smithfield,USA,KSFZ,America/New_York,41.92079926,-71.49140167
3782,Mobile Regional Airport,Mobile,USA,KMOB,America/Chicago,30.69120026,-88.24279785
3783,Moffett Federal Airfield,Mountain View,USA,KNUQ,America/Los_Angeles,37.41609955,-122.0490036
3784,Santa Fe Municipal Airport,Santa Fe,USA,KSAF,America/Denver,35.61709976,-106.0889969
3785,Barking Sands Airport,Barking Sands,USA,PHBK,Pacific/Honolulu,22.02280045,-159.7850037
3786,Beauregard Regional Airport,Deridder,USA,KDRI,America/Chicago,30.83169937,-93.33989716
3787,Bradshaw Army Airfield,Bradshaw Field,USA,PHSF,Pacific/Honolulu,19.76009941,-155.5540009
3788,Nogales International Airport,Nogales,USA,KOLS,America/Phoenix,31.41769981,-110.8479996
3789,Mac Dill Air Force Base,Tampa,USA,KMCF,America/New_York,27.84930038,-82.52120209
3790,Scott AFB/Midamerica Airport,Belleville,USA,KBLV,America/Chicago,38.5452,-89.835197
3791,Opa-locka Executive Airport,Miami,USA,KOPF,America/New_York,25.90699959,-80.27839661
3792,Del Rio International Airport,Del Rio,USA,KDRT,America/Chicago,29.37420082,-100.927002
3793,Southwest Florida International Airport,Fort Myers,USA,KRSW,America/New_York,26.53619957,-81.75520325
3794,King Salmon Airport,King Salmon,USA,PAKN,America/Anchorage,58.67679977,-156.6490021
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,USA,KMUI,America/New_York,40.43479919,-76.56939697
3796,Kapalua Airport,Lahania-kapalua,USA,PHJH,Pacific/Honolulu,20.96290016,-156.6730042
3797,John F Kennedy International Airport,New York,USA,KJFK,America/New_York,40.63980103,-73.77890015
3798,Homestead ARB Airport,Homestead,USA,KHST,America/New_York,25.48859978,-80.38359833
3799,Riverside Municipal Airport,Riverside,USA,KRAL,America/Los_Angeles,33.95190048,-117.4449997
3800,Sherman Army Air Field,Fort Leavenworth,USA,KFLV,America/Chicago,39.36830139,-94.91470337
3801,Wallops Flight Facility Airport,Wallops Island,USA,KWAL,America/New_York,37.94020081,-75.46640015
3802,Holloman Air Force Base,Alamogordo,USA,KHMN,America/Denver,32.85250092,-106.1070023
3803,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,USA,KNXX,America/New_York,40.19979858,-75.14820099
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,USA,KCYS,America/Denver,41.15570068,-104.8119965
3805,Stockton Metropolitan Airport,Stockton,USA,KSCK,America/Los_Angeles,37.89419937,-121.237999
3806,Charleston Air Force Base-International Airport,Charleston,USA,KCHS,America/New_York,32.89860153,-80.04049683
3807,Reno Tahoe International Airport,Reno,USA,KRNO,America/Los_Angeles,39.49909973,-119.7679977
3808,Ketchikan International Airport,Ketchikan,USA,PAKT,America/Anchorage,55.35559845,-131.7140045
3809,Willow Run Airport,Detroit,USA,KYIP,America/New_York,42.23789978,-83.53040314
3810,Vandenberg Air Force Base,Lompoc,USA,KVBG,America/Los_Angeles,34.73730087,-120.5839996
3811,Birmingham-Shuttlesworth International Airport,Birmingham,USA,KBHM,America/Chicago,33.56290054,-86.75350189
3812,Lakehurst Maxfield Field Airport,Lakehurst,USA,KNEL,America/New_York,40.03329849,-74.353302
3814,Nellis Air Force Base,Las Vegas,USA,KLSV,America/Los_Angeles,36.23619843,-115.0339966
3815,March ARB Airport,Riverside,USA,KRIV,America/Los_Angeles,33.88069916,-117.2590027
3816,Modesto City Co-Harry Sham Field,Modesto,USA,KMOD,America/Los_Angeles,37.62580109,-120.9540024
3817,Sacramento International Airport,Sacramento,USA,KSMF,America/Los_Angeles,38.69540024,-121.5910034
3818,Waukegan National Airport,Chicago,USA,KUGN,America/Chicago,42.42219925,-87.86789703
3819,City of Colorado Springs Municipal Airport,Colorado Springs,USA,KCOS,America/Denver,38.80580139,-104.7009964
3820,Buffalo Niagara International Airport,Buffalo,USA,KBUF,America/New_York,42.94049835,-78.73220062
3821,Griffing Sandusky Airport,Sandusky,USA,KSKY,America/New_York,41.4333992,-82.65229797
3822,Snohomish County (Paine Field) Airport,Everett,USA,KPAE,America/Los_Angeles,47.90629959,-122.2819977
3823,Mountain Home Air Force Base,Mountain Home,USA,KMUO,America/Denver,43.043598,-115.872002
3824,Cedar City Regional Airport,Cedar City,USA,KCDC,America/Denver,37.70100021,-113.098999
3825,Bradley International Airport,Windsor Locks,USA,KBDL,America/New_York,41.93889999,-72.68319702
3826,Mc Allen Miller International Airport,Mcallen,USA,KMFE,America/Chicago,26.17580032,-98.23860168
3827,Norfolk Ns (Chambers Fld) Airport,Norfolk,USA,KNGU,America/New_York,36.93759918,-76.28929901
3828,Westover ARB/Metropolitan Airport,Chicopee Falls,USA,KCEF,America/New_York,42.19400024,-72.53479767
3829,Lubbock Preston Smith International Airport,Lubbock,USA,KLBB,America/Chicago,33.66360092,-101.822998
3830,Chicago O'Hare International Airport,Chicago,USA,KORD,America/Chicago,41.97859955,-87.90480042
3831,Boca Raton Airport,Boca Raton,USA,KBCT,America/New_York,26.37849998,-80.10769653
3832,Fairbanks International Airport,Fairbanks,USA,PAFA,America/Anchorage,64.81510162,-147.8560028
3833,Quantico MCAF /Turner field,Quantico,USA,KNYG,America/New_York,38.50170135,-77.30529785
3834,Cannon Air Force Base,Clovis,USA,KCVS,America/Denver,34.38280106,-103.3219986
3835,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,USA,PHNG,Pacific/Honolulu,21.45050049,-157.7680054
3836,Offutt Air Force Base,Omaha,USA,KOFF,America/Chicago,41.11830139,-95.91249847
3837,Gulkana Airport,Gulkana,USA,PAGK,America/Anchorage,62.1548996,-145.4570007
3838,Watertown International Airport,Watertown,USA,KART,America/New_York,43.9919014,-76.021698
3839,Palm Springs International Airport,Palm Springs,USA,KPSP,America/Los_Angeles,33.82970047,-116.5070038
3840,Rick Husband Amarillo International Airport,Amarillo,USA,KAMA,America/Chicago,35.2193985,-101.7060013
3841,Fort Dodge Regional Airport,Fort Dodge,USA,KFOD,America/Chicago,42.55149841,-94.19259644
3842,Barksdale Air Force Base,Shreveport,USA,KBAD,America/Chicago,32.50180054,-93.66269684
3843,Topeka Regional Airport - Forbes Field,Topeka,USA,KFOE,America/Chicago,38.95090103,-95.66359711
3844,Cotulla-La Salle County Airport,Cotulla,USA,KCOT,America/Chicago,28.45669937,-99.22029877
3845,Wilmington International Airport,Wilmington,USA,KILM,America/New_York,34.27059937,-77.90260315
3846,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,USA,KBTR,America/Chicago,30.53319931,-91.14959717
3848,Tyler Pounds Regional Airport,Tyler,USA,KTYR,America/Chicago,32.35409927,-95.40239716
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,USA,KBWI,America/New_York,39.17539978,-76.66829681
3850,Hobart Regional Airport,Hobart,USA,KHBR,America/Chicago,34.991317,-99.051313
3851,Lanai Airport,Lanai,USA,PHNY,Pacific/Honolulu,20.78560066,-156.951004
3852,Alexandria International Airport,Alexandria,USA,KAEX,America/Chicago,31.32740021,-92.54979706
3853,Condron Army Air Field,White Sands,USA,KWSD,America/Denver,32.34149933,-106.4029999
3854,Cold Bay Airport,Cold Bay,USA,PACD,America/Anchorage,55.20610046,-162.7250061
3855,Tulsa International Airport,Tulsa,USA,KTUL,America/Chicago,36.19839859,-95.88809967
3856,Sitka Rocky Gutierrez Airport,Sitka,USA,PASI,America/Anchorage,57.04710007,-135.3619995
3857,Long Island Mac Arthur Airport,Islip,USA,KISP,America/New_York,40.79520035,-73.10019684
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,USA,KMSP,America/Chicago,44.88199997,-93.22180176
3859,New Castle Airport,Wilmington,USA,KILG,America/New_York,39.67869949,-75.60649872
3860,Unalaska Airport,Unalaska,USA,PADU,America/Anchorage,53.90010071,-166.5440063
3861,Louis Armstrong New Orleans International Airport,New Orleans,USA,KMSY,America/Chicago,29.99340057,-90.25800323
3862,Portland International Jetport Airport,Portland,USA,KPWM,America/New_York,43.64619827,-70.30930328
3863,Will Rogers World Airport,Oklahoma City,USA,KOKC,America/Chicago,35.39310074,-97.60070038
3864,Albany International Airport,Albany,USA,KALB,America/New_York,42.74829865,-73.80169678
3865,Valdez Pioneer Field,Valdez,USA,PAVD,America/Anchorage,61.13389969,-146.2480011
3866,Langley Air Force Base,Hampton,USA,KLFI,America/New_York,37.082901,-76.36049652
3867,John Wayne Airport-Orange County Airport,Santa Ana,USA,KSNA,America/Los_Angeles,33.67570114,-117.8679962
3868,Columbus Air Force Base,Colombus,USA,KCBM,America/Chicago,33.64379883,-88.44380188
3869,Kendall-Tamiami Executive Airport,Kendall-tamiami,USA,KTMB,America/New_York,25.64789963,-80.43280029
3870,Oceana NAS,Oceana,USA,KNTU,America/New_York,36.8207016,-76.03350067
3871,Grissom Air Reserve Base,Peru,USA,KGUS,America/New_York,40.64810181,-86.15209961
3872,Casper-Natrona County International Airport,Casper,USA,KCPR,America/Denver,42.90800095,-106.4639969
3873,Destin-Ft Walton Beach Airport,Valparaiso,USA,KVPS,America/Chicago,30.4832,-86.525398
3874,Craig Field,Selma,USA,KSEM,America/Chicago,32.34389877,-86.9878006
3875,Key West International Airport,Key West,USA,KEYW,America/New_York,24.55610085,-81.75959778
3876,Charlotte Douglas International Airport,Charlotte,USA,KCLT,America/New_York,35.2140007,-80.94309998
3877,McCarran International Airport,Las Vegas,USA,KLAS,America/Los_Angeles,36.08010101,-115.1520004
3878,Orlando International Airport,Orlando,USA,KMCO,America/New_York,28.42939949,-81.30899811
3879,Florence Regional Airport,Florence,USA,KFLO,America/New_York,34.1853981,-79.72389984
3880,Great Falls International Airport,Great Falls,USA,KGTF,America/Denver,47.48199844,-111.3710022
3881,Youngstown Warren Regional Airport,Youngstown,USA,KYNG,America/New_York,41.26070023,-80.67910004
3882,Ladd AAF Airfield,Fort Wainwright,USA,PAFB,America/Anchorage,64.83750153,-147.6139984
3883,Mc Minnville Municipal Airport,Mackminnville,USA,KMMV,America/Los_Angeles,45.19440079,-123.1360016
3884,Robins Air Force Base,Macon,USA,KWRB,America/New_York,32.64009857,-83.59190369
3944,Pullman Moscow Regional Airport,Pullman,USA,KPUW,America/Los_Angeles,46.7439,-117.110001
3945,Lewiston Nez Perce County Airport,Lewiston,USA,KLWS,America/Los_Angeles,46.37450027,-117.0149994
3946,Elmira Corning Regional Airport,Elmira,USA,KELM,America/New_York,42.15990067,-76.89160156
3947,Ithaca Tompkins Regional Airport,Ithaca,USA,KITH,America/New_York,42.49100113,-76.45839691
3948,Monterey Peninsula Airport,Monterey,USA,KMRY,America/Los_Angeles,36.5870018,-121.8430023
3949,Santa Barbara Municipal Airport,Santa Barbara,USA,KSBA,America/Los_Angeles,34.42620087,-119.8399963
3950,Daytona Beach International Airport,Daytona Beach,USA,KDAB,America/New_York,29.179899,-81.058098
4004,Talkeetna Airport,Talkeetna,USA,PATK,America/Anchorage,62.32049942,-150.0939941
4006,Tweed New Haven Airport,New Haven,USA,KHVN,America/New_York,41.26369858,-72.88680267
4007,Asheville Regional Airport,Asheville,USA,KAVL,America/New_York,35.43619919,-82.54180145
4008,Piedmont Triad International Airport,Greensboro,USA,KGSO,America/New_York,36.09780121,-79.93730164
4009,Joe Foss Field Airport,Sioux Falls,USA,KFSD,America/Chicago,43.58200073,-96.74189758
4011,Manchester Airport,Manchester NH,USA,KMHT,America/New_York,42.93259811,-71.43569946
4012,Naples Municipal Airport,Naples,USA,KAPF,America/New_York,26.15259933,-81.77529907
4014,Louisville International Standiford Field,Louisville,USA,KSDF,America/New_York,38.1744,-85.736
4015,Charlottesville Albemarle Airport,Charlottesville VA,USA,KCHO,America/New_York,38.1385994,-78.45290375
4016,Roanoke–Blacksburg Regional Airport,Roanoke VA,USA,KROA,America/New_York,37.32550049,-79.97540283
4017,Blue Grass Airport,Lexington KY,USA,KLEX,America/New_York,38.03649902,-84.60590363
4018,Evansville Regional Airport,Evansville,USA,KEVV,America/Chicago,38.03699875,-87.53240204
4019,Albuquerque International Sunport Airport,Albuquerque,USA,KABQ,America/Denver,35.04019928,-106.6090012
4020,Gallatin Field,Bozeman,USA,KBZN,America/Denver,45.77750015,-111.1529999
4021,Billings Logan International Airport,Billings,USA,KBIL,America/Denver,45.80770111,-108.5429993
4022,Bert Mooney Airport,Butte,USA,KBTM,America/Denver,45.95479965,-112.4970016
4023,Cherry Capital Airport,Traverse City,USA,KTVC,America/New_York,44.74140167,-85.5821991
4025,Hancock County-Bar Harbor Airport,Bar Harbor,USA,KBHB,America/New_York,44.45000076,-68.3615036
4026,Knox County Regional Airport,Rockland,USA,KRKD,America/New_York,44.06010056,-69.09919739
4027,Jackson Hole Airport,Jacksn Hole,USA,KJAC,America/Denver,43.6072998,-110.737999
4028,Chicago Rockford International Airport,Rockford,USA,KRFD,America/Chicago,42.19540024,-89.09719849
4034,Greenville Spartanburg International Airport,Greenville,USA,KGSP,America/New_York,34.89569855,-82.21890259
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,USA,KBMI,America/Chicago,40.47710037,-88.91590118
4038,Gulfport Biloxi International Airport,Gulfport,USA,KGPT,America/Chicago,30.40730095,-89.07009888
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,USA,KAZO,America/New_York,42.23490143,-85.55210114
4040,Toledo Express Airport,Toledo,USA,KTOL,America/New_York,41.58679962,-83.80780029
4041,Fort Wayne International Airport,Fort Wayne,USA,KFWA,America/New_York,40.97850037,-85.19509888
4042,Decatur Airport,Decatur,USA,KDEC,America/Chicago,39.83459854,-88.86569977
4043,The Eastern Iowa Airport,Cedar Rapids,USA,KCID,America/Chicago,41.88470078,-91.71080017
4044,La Crosse Municipal Airport,La Crosse,USA,KLSE,America/Chicago,43.879002,-91.256699
4045,Central Wisconsin Airport,Wassau,USA,KCWA,America/Chicago,44.77759933,-89.66680145
4046,General Wayne A. Downing Peoria International Airport,Peoria,USA,KPIA,America/Chicago,40.66419983,-89.69329834
4047,Appleton International Airport,Appleton,USA,KATW,America/Chicago,44.2580986,-88.51909637
4048,Rochester International Airport,Rochester,USA,KRST,America/Chicago,43.90829849,-92.5
4049,University of Illinois Willard Airport,Champaign,USA,KCMI,America/Chicago,40.03919983,-88.27809906
4050,Manhattan Regional Airport,Manhattan,USA,KMHK,America/Chicago,39.14099884,-96.67079926
4058,Venango Regional Airport,Franklin,USA,KFKL,America/New_York,41.37789917,-79.86039734
4063,Grand Junction Regional Airport,Grand Junction,USA,KGJT,America/Denver,39.12239838,-108.5270004
4064,St George Municipal Airport,Saint George,USA,KSGU,America/Denver,37.03638889,-113.5103056
4065,David Wayne Hooks Memorial Airport,Houston,USA,KDWH,America/Chicago,30.0618,-95.55280304
4066,Port O'Connor Private Airport,Port O\\'Connor,USA,XS46,America/Chicago,28.42970085,-96.44439697
4067,Sarasota Bradenton International Airport,Sarasota,USA,KSRQ,America/New_York,27.39539909,-82.55439758
4071,Van Nuys Airport,Van Nuys,USA,KVNY,America/Los_Angeles,34.20980072,-118.4899979
4072,Quad City International Airport,Moline,USA,KMLI,America/Chicago,41.44850159,-90.50749969
4073,Panama City-Bay Co International Airport,Panama City,USA,KPFN,America/Chicago,30.212099,-85.6828
4083,Bismarck Municipal Airport,Bismarck,USA,KBIS,America/Chicago,46.77270126,-100.7460022
4084,Telluride Regional Airport,Telluride,USA,KTEX,America/Denver,37.9538002,-107.9079971
4087,Rapid City Regional Airport,Rapid City,USA,KRAP,America/Denver,44.04529953,-103.0569992
4088,Mc Clellan-Palomar Airport,Carlsbad,USA,KCRQ,America/Los_Angeles,33.12829971,-117.2799988
4089,Bishop International Airport,Flint,USA,KFNT,America/New_York,42.9654007,-83.74359894
4098,Redding Municipal Airport,Redding,USA,KRDD,America/Los_Angeles,40.50899887,-122.2929993
4099,Mahlon Sweet Field,Eugene,USA,KEUG,America/Los_Angeles,44.12459946,-123.211998
4100,Idaho Falls Regional Airport,Idaho Falls,USA,KIDA,America/Denver,43.51459885,-112.0709991
4101,Rogue Valley International Medford Airport,Medford,USA,KMFR,America/Los_Angeles,42.37419891,-122.8730011
4103,Roberts Field,Redmond-Bend,USA,KRDM,America/Los_Angeles,44.2541008,-121.1500015
4112,Akron Canton Regional Airport,Akron,USA,KCAK,America/New_York,40.91609955,-81.44219971
4113,Huntsville International Carl T Jones Field,Huntsville,USA,KHSV,America/Chicago,34.6371994,-86.77510071
4114,Mid Ohio Valley Regional Airport,PARKERSBURG,USA,KPKB,America/New_York,39.3451004,-81.43920135
4115,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,USA,KMGM,America/Chicago,32.30059814,-86.39399719
4116,Tri Cities Regional Tn Va Airport,BRISTOL,USA,KTRI,America/New_York,36.47520065,-82.40740204
4117,Barkley Regional Airport,PADUCAH,USA,KPAH,America/Chicago,37.06079865,-88.77380371
4124,Page Municipal Airport,Page,USA,KPGA,America/Phoenix,36.92610168,-111.447998
4127,Glacier Park International Airport,Kalispell,USA,KGPI,America/Denver,48.3105011,-114.2559967
4128,MBS International Airport,Saginaw,USA,KMBS,America/New_York,43.53290176,-84.07959747
4129,Greater Binghamton/Edwin A Link field,Binghamton,USA,KBGM,America/New_York,42.20869827,-75.97979736
4136,Blythe Airport,Blythe,USA,KBLH,America/Los_Angeles,33.61920166,-114.7170029
4147,Petersburg James A Johnson Airport,Petersburg,USA,PAPG,America/Anchorage,56.80170059,-132.9450073
4167,Orlando Sanford International Airport,Sanford,USA,KSFB,America/New_York,28.77759933,-81.23750305
4169,John Murtha Johnstown Cambria County Airport,Johnstown,USA,KJST,America/New_York,40.31610107,-78.83390045
4216,Missoula International Airport,Missoula,USA,KMSO,America/Denver,46.91630173,-114.0910034
4219,Grand Canyon National Park Airport,Grand Canyon,USA,KGCN,America/Phoenix,35.95240021,-112.1470032
4220,Sugar Land Regional Airport,Sugar Land,USA,KSGR,America/Chicago,29.62229919,-95.65650177
4222,Centennial Airport,Denver,USA,KAPA,America/Denver,39.57009888,-104.848999
4223,Clovis Municipal Airport,Clovis,USA,KCVN,America/Denver,34.42509842,-103.0790024
4224,Fort Stockton Pecos County Airport,Fort Stockton,USA,KFST,America/Chicago,30.91570091,-102.9160004
4225,Las Vegas Municipal Airport,Las Vegas,USA,KLVS,America/Denver,35.65420151,-105.1419983
4226,West Houston Airport,Houston,USA,KIWS,America/Chicago,29.81819916,-95.67259979
4227,La Junta Municipal Airport,La Junta,USA,KLHX,America/Denver,38.04970169,-103.5090027
4228,Las Cruces International Airport,Las Cruces,USA,KLRU,America/Denver,32.28939819,-106.9219971
4229,Stephens County Airport,Breckenridge,USA,KBKD,America/Chicago,32.71900177,-98.89099884
4230,Draughon Miller Central Texas Regional Airport,Temple,USA,KTPL,America/Chicago,31.15250015,-97.40779877
4231,Ozona Municipal Airport,Ozona,USA,KOZA,America/Chicago,30.73530006,-101.2030029
4250,Eagle County Regional Airport,Vail,USA,KEGE,America/Denver,39.64260101,-106.9179993
4253,Cuyahoga County Airport,Richmond Heights,USA,KCGF,America/New_York,41.56510162,-81.48639679
4254,Mansfield Lahm Regional Airport,Mansfield,USA,KMFD,America/New_York,40.82139969,-82.51660156
4255,Columbus Metropolitan Airport,Columbus,USA,KCSG,America/New_York,32.5163002,-84.93890381
4256,Lawton Fort Sill Regional Airport,Lawton,USA,KLAW,America/Chicago,34.56769943,-98.41660309
4257,Fort Collins Loveland Municipal Airport,Fort Collins,USA,KFNL,America/Denver,40.4518013,-105.0110016
4261,Flagstaff Pulliam Airport,Flagstaff,USA,KFLG,America/Phoenix,35.13850021,-111.6709976
4262,Lake Tahoe Airport,South Lake Tahoe,USA,KTVL,America/Los_Angeles,38.89390182,-119.9950027
4263,Joslin Field Magic Valley Regional Airport,Twin Falls,USA,KTWF,America/Denver,42.48180008,-114.487999
